date,file_id,target,ndvi_mean,ndvi_median,ndvi_std,mi_mean,mi_median,mi_std,bc1_mean,bc1_median,bc1_std,bc2_mean,bc2_median,bc2_std,bc3_mean,bc3_median,bc3_std,bc4_mean,bc4_median,bc4_std,bc5_mean,bc5_median,bc5_std,bc6_mean,bc6_median,bc6_std,bc8_mean,bc8_median,bc8_std,bc9_mean,bc9_median,bc9_std,bc10_mean,bc10_median,bc10_std,bc11_mean,bc11_median,bc11_std,bc12_mean,bc12_median,bc12_std,bc13_mean,bc13_median,bc13_std,bc14_mean,bc14_median,bc14_std,bc15_mean,bc15_median,bc15_std,bc16_mean,bc16_median,bc16_std,bc17_mean,bc17_median,bc17_std,month
2021-01-10,id_6094f75af85c5e001b870a52,rice_1y,0.7204498224874035,0.7265111970533955,0.025422134334410887,0.3387323777032497,0.3421529154042049,0.018440369711460788,4806.4108843537415,8361.0,4405.550801721414,3983.330612244898,6892.0,3651.7798133213423,11.469805199884208,11.400586187059073,0.5564570010299318,3438.899319727891,5962.0,3152.4652969330027,1371.4952380952382,2424.0,1256.6210744720368,0.6144998624648104,0.619237111773711,0.027130343717540407,16.653872407879344,18.057429741896,16.2706704615496,0.5598454148381597,0.9756314252005941,0.5130421616752122,0.3387323777032497,0.3421529154042049,0.018440369711460788,0.4942378498384411,0.49014317131980817,0.020860373393192123,3.53058066170486,3.570342205323194,0.36685985801756854,0.564308385050248,0.5679429231189427,0.018000352699929643,7.887653637269007,7.875193709838262,0.29032146204313747,11.469805199884208,11.400586187059073,0.5564570010299318,20.079913697689108,20.1466965167485,0.29168085445311687,0.19079446627963248,0.19261203376436337,0.015590335469258799,1
2021-01-05,id_60a09545f85c5e001b8714ba,rice_1y,0.05089024002535327,0.05,0.006207010462858042,0.25856982700597786,0.25918460833715073,0.007348932345243277,5254.888888888889,0.0,8589.815567492651,4721.450617283951,0.0,7718.635802982543,4.993868950948348,5.027700831024931,0.18074033146283694,4255.486625514403,0.0,6955.918716175104,5251.3292181069955,0.0,8586.560195706783,0.01067531685429445,0.010765202211230724,0.0045629265189425835,8.051190090580166,0.0,13.890572374704032,0.019811964210387074,0.0,0.03268967713721642,0.25856982700597786,0.25918460833715073,0.007348932345243277,0.5891595332933038,0.5883294528521537,0.009285857084624234,-0.0011286562092519543,-0.0012870012870013214,0.01780415754458644,0.3767921102500938,0.3770127706829539,0.010687832974765844,2.6647347938991,2.6625648501479224,0.10501856016718063,4.993868950948348,5.027700831024931,0.18074033146283694,0.24857797240166546,0.24802591617736383,0.008102555162263944,0.040237532869596415,0.04038155802861685,0.005012100002787249,1
2021-01-10,id_60a098fbf85c5e001b8714db,rice_1y,0.38563168809021725,0.37816593886462885,0.042200500712578595,0.24592456181051814,0.2516080211880439,0.03206274694578189,969.4411979547115,0.0,1727.997991131104,806.45434623813,0.0,1438.054710172635,25.687714571113773,26.136638452237,1.6221383827610423,736.7655222790358,0.0,1313.3380596121838,561.8217677136596,0.0,999.6698763022042,0.29411859773027527,0.28941951420337586,0.028284710867637813,7.345140297407032,0.0,13.579357789688405,0.1323167628305139,0.0,0.23709940086600126,0.24592456181051814,0.2516080211880439,0.03206274694578189,0.6063167785414764,0.5979443772672309,0.042113090336738934,0.9456564970683625,0.9235159817351599,0.1209409302306017,0.4012424267953374,0.40950719581334494,0.03321596789689116,15.95361851999437,16.14626272659548,0.869126774809237,25.687714571113773,26.136638452237,1.6221383827610423,31.874617188993412,34.52612137203166,9.549258166400902,0.10387016381045233,0.10101010101010101,0.02337631665259773,1
2021-01-24,Name_5f2a51ce868954001c94d1f4,sugarcane,0.19431456591221474,0.18228105906313646,0.035538970836268675,10.616879137171015,10.010154663333854,1.769372308102552,4565.833333333333,5602.0,2777.9884660910748,5307.36217948718,6403.5,3228.8779115265365,18.085677915571647,17.032838983050848,3.015635231495048,5703.253205128205,6711.0,3528.692320616728,2828.31891025641,3484.0,1723.5317681052597,0.3186160704615455,0.3197781885397412,0.02281647087800748,22.33197062292673,28.2427866826085,14.654436920409418,0.20675403490056077,0.25391122255325904,0.12859025881348804,10.616879137171015,10.010154663333854,1.769372308102552,1.5826546874327736,1.6134453781512605,0.1737453291510011,1.0821898326965278,1.0776439089692103,0.15154427057779477,10.809405048959006,10.019092331768388,2.5586229644453873,0.2365776700191687,0.25160150209852,0.041776478238777635,18.085677915571647,17.032838983050848,3.015635231495048,12.857279427814234,12.100346020761245,2.2266697902585184,23.371642702117786,21.679094540612518,4.255677854965468,1
2021-01-20,id_6094c0dcf85c5e001b870958,rice_1y,0.9191541162823373,0.926241134751773,0.029615634314095137,0.43777817541782804,0.44291268999646516,0.0219086485033343,4875.832817337461,6977.0,3322.74992186553,3800.219814241486,5414.0,2593.08474953002,14.379264979938858,14.24775707384403,0.846592308708441,3307.8544891640868,4722.0,2256.7876497035472,432.8111455108359,566.0,317.28506525078603,0.8205585090481629,0.8243180767452613,0.0220826482650746,20.788973506767956,26.011828937027737,15.593751548802897,0.8979679969926765,1.3163928688126418,0.611051081734353,0.43777817541782804,0.44291268999646516,0.0219086485033343,0.39137154251416995,0.3860852523272905,0.022083580867224024,10.04674846404348,10.165432098765432,1.1309490492524428,0.6861319006930644,0.6920400173988691,0.02122409218149028,11.088507070265717,10.968050008682063,0.6493217098189864,14.379264979938858,14.24775707384403,0.846592308708441,33.5793477506591,33.54659031754294,2.3185920925776284,0.41254084339472735,0.42857142857142855,0.06905468492348335,1
2021-01-06,id_6054a1b458a7cd004800099b,sugarcane,0.43866549157587537,0.5356406142562457,0.205888627516017,3.7086690937336857,0.22402013664149587,4.188616708348676,6237.727272727273,7195.0,2918.4839492420497,6073.878787878788,6769.5,2989.9365556010953,14.048521516448847,14.233543733092876,0.8061242617093559,5634.863636363636,5965.0,2896.706146048728,2776.787878787879,2315.0,1706.9509012408694,0.4654376843940857,0.5107256960292104,0.1015303546403486,25.014122837861528,29.72807821066614,13.64755629084112,0.517215593215821,0.5107452982466691,0.35750641414155226,3.7086690937336857,0.22402013664149587,4.188616708348676,0.9986807308051779,0.8905784138342278,0.31706772300624253,2.1834799479444786,2.4668508287292816,0.7617344721311632,1.4630254105165257,0.34084288211303165,3.2183085660883752,4.6939517095605074,8.0727969348659,4.494397514915107,14.048521516448847,14.233543733092876,0.8061242617093559,15.228298449141613,16.00302267002519,4.162874292557019,9.168452327295764,0.14526823387582882,9.869178868342992,1
2021-01-14,id_6054a1b558a7cd00480009d7,sugarcane,0.5541500088241164,0.5760623585617299,0.07846288587779456,0.8349183315044971,0.18300409988818486,2.73770232797039,3953.2819047619046,6189.5,3195.5196406630075,3725.2219047619046,5975.0,3003.6691659331136,15.324852061127567,15.098830269754117,1.160075425532867,3236.3752380952383,5150.5,2611.9480057824003,1564.804761904762,2393.0,1271.906590975847,0.5147053418880526,0.5234355828220859,0.040714343541876245,18.16404685513481,22.822835436814888,15.803251556816534,0.4800206189718167,0.6956456220394929,0.3962422258545108,0.8349183315044971,0.18300409988818486,2.73770232797039,0.7439467249939489,0.7006191950464397,0.13693756315769542,2.2938646853866693,2.3282732447817835,0.30994140967157485,0.42117422074990474,0.4488330341113106,0.10706514363582709,7.985757008736301,9.205047768430058,3.184774865916593,15.324852061127567,15.098830269754117,1.160075425532867,19.47125346052159,19.684001223615784,1.3716878153072976,5.122961981030882,0.09421487603305785,11.477933630569966,1
2021-01-05,id_6094bc2cf85c5e001b870918,rice_1y,0.0848798832123959,0.08477970627503338,0.017259526326025607,0.19734481197387294,0.19904648390941598,0.015419738173593139,14230.263529411764,17829.0,7718.504908942908,12526.870588235293,15673.0,6808.615336103025,5.447745267036989,5.478216818642351,0.2988581939796305,11671.941176470587,14592.0,6335.88697491462,12850.211764705882,15920.0,7008.558202477072,0.05760947533486621,0.05644090305444887,0.011905035352598646,23.089440485777196,27.669585666436895,14.229061739019567,0.09382614334395903,0.1104693024047694,0.05512676132512495,0.19734481197387294,0.19904648390941598,0.015419738173593139,0.6706438005187332,0.6679920477137177,0.021841097482227102,0.1653811456133275,0.16562064156206424,0.06008023160405816,0.2944224081554634,0.29576861274772365,0.018089928162259055,2.944391288308806,2.9740893728877205,0.1700500832655997,5.447745267036989,5.478216818642351,0.2988581939796305,0.1413260263136151,0.14083954491957631,0.019942623599362403,0.22174759056253007,0.029571984435797664,1.090635182016819,1
2021-01-25,id_609dd39af85c5e001b8711bf,rice_1y,0.5311573722535886,0.560251039902639,0.11042059439357847,0.2562336330222326,0.2618345663721091,0.07709813032362826,8092.530612244898,11387.5,6280.428341046657,7346.755102040816,9988.0,5752.886081486023,7.625340699538529,7.894087111390482,0.7831367294190368,6466.943877551021,8585.5,5115.086763075387,3942.061224489796,4353.0,3374.209451830605,0.4593817568887714,0.48224809899137117,0.08871732047602081,19.193929148069664,22.244439048171706,16.06647345456284,0.4798355049567774,0.5783887019975456,0.38654376935463125,0.2562336330222326,0.2618345663721091,0.07709813032362826,0.5981691533450347,0.5849942356641629,0.09964940968903847,2.052437028674991,2.137209025676164,0.6650253395891744,0.44064370323791907,0.4549008340678249,0.10610253858307857,4.792614854682378,4.923693922349916,0.7446390011904385,7.625340699538529,7.894087111390482,0.7831367294190368,11.60525160201777,11.632993430438859,2.622667904517148,0.10137029514445116,0.10459357548565701,0.041790653576949936,1
2021-01-04,Name_5f2a5324868954001c94d201,sugarcane,0.7431786052949574,0.7609356725146199,0.0538701911309574,0.29165615103941434,0.3057733428367783,0.04699028275826987,3051.001904761905,0.0,3636.309773068111,2568.6209523809525,0.0,3057.6037366880323,13.703344323869507,13.443584784010316,0.8694706565510457,2163.5590476190478,0.0,2576.1772467191345,784.3390476190476,0.0,938.8459741309808,0.6132536128054499,0.6199829205807003,0.029905448600315156,12.449428842354742,0.0,15.487414847832412,0.4396201731867855,0.0,0.5250612387791801,0.29165615103941434,0.3057733428367783,0.04699028275826987,0.5505277291106949,0.5316593886462883,0.05854706999359431,3.5416398250592662,3.5667034178610804,0.3585253604221449,0.5833087548351977,0.6029733275032794,0.05484684977782019,9.492349557280535,9.436630036630037,0.33637243545213746,13.703344323869507,13.443584784010316,0.8694706565510457,22.14945230358435,22.36875,0.9063632871829058,0.24508460679384075,0.2669039145907473,0.06402762629696433,1
